item_id,name,price,quantity,datetime
2389,Monstar energy beverage,150,1,2020-07-05 09:48:12.147723
346,scrumptious reagent,900,1,2020-07-05 09:48:14.124940
8686,perfect ice cube,2900,1,2020-07-05 09:52:22.787409
346,scrumptious reagent,850,16,2020-07-05 09:53:23.591491
346,scrumptious reagent,850,24,2020-07-05 09:54:00.818537
4466,chocolate disco ball,4500,4,2020-07-05 09:54:07.414443
4464,chocolate pasta spoon,4700,2,2020-07-05 09:54:27.754499
4622,Game Grid ticket,800,7,2020-07-05 09:56:46.501178
9537,pocket wish,49900,3,2020-07-05 10:09:45.487020
9537,pocket wish,49900,3,2020-07-05 10:10:23.179179
9537,pocket wish,49900,3,2020-07-05 10:10:58.945681
8763,BACON,200,100,2020-07-05 10:15:37.246828
10259,grain of sand,100,39,2020-07-05 10:15:48.119029
3760,breath mint,1500,26,2020-07-05 10:18:39.795836
304,dry noodles,200,400,2020-07-05 10:33:12.175432
7004,Flaskfull of Hollow,500,75,2020-07-05 10:40:55.572069
7006,handful of Smithereens,4000,45,2020-07-05 10:47:49.251296
10259,grain of sand,100,40,2020-07-05 10:53:29.542227
7005,lump of Brituminous coal,2000,75,2020-07-05 10:57:30.630396
9537,pocket wish,49900,21,2020-07-05 10:59:10.696388
9537,pocket wish,49900,29,2020-07-05 11:35:36.728018
304,dry noodles,101,12,2020-07-05 11:37:47.820232
595,scroll of drastic healing,850,11,2020-07-05 11:47:58.827765
10259,grain of sand,100,14,2020-07-05 12:01:48.401634
9537,pocket wish,49500,12,2020-07-05 12:10:02.852658
346,scrumptious reagent,800,5,2020-07-05 12:12:01.209719
2423,Mick's IcyVapoHotness Inhaler,14500,1,2020-07-05 12:14:13.778164
8994,Sacramento wine,2000,2,2020-07-05 12:15:25.627726
595,scroll of drastic healing,850,4,2020-07-05 12:40:04.816758
8763,BACON,195,100,2020-07-05 12:46:26.092463
8763,BACON,220,14,2020-07-05 12:52:30.541913
8763,BACON,100,1,2020-07-05 13:08:27.421562
9537,pocket wish,49900,15,2020-07-05 13:09:43.949059
4622,Game Grid ticket,900,27,2020-07-05 13:13:48.649616
8739,perfect dark and stormy,120,1,2020-07-05 13:19:30.710178
10259,grain of sand,100,41,2020-07-05 13:19:54.542098
9537,pocket wish,49750,3,2020-07-05 13:25:44.805872
2423,Mick's IcyVapoHotness Inhaler,14000,1,2020-07-05 13:36:17.476106
8763,BACON,225,100,2020-07-05 13:37:21.812701
346,scrumptious reagent,790,7,2020-07-05 13:49:17.887887
9537,pocket wish,49900,3,2020-07-05 13:51:08.374654
10259,grain of sand,100,24,2020-07-05 14:05:01.490120
10259,grain of sand,100,2,2020-07-05 14:05:31.534134
9537,pocket wish,46500,6,2020-07-05 14:40:04.962550
9537,pocket wish,49500,3,2020-07-05 14:45:11.234827
8763,BACON,195,4,2020-07-05 15:28:34.534948
7065,grim fairy tale,8100,17,2020-07-05 16:10:34.898891
9537,pocket wish,49666,15,2020-07-05 16:10:41.661620
8763,BACON,100,400,2020-07-05 16:10:49.397340
9537,pocket wish,49901,3,2020-07-05 16:20:37.043771
10259,grain of sand,100,4,2020-07-05 16:47:20.145242
9513,Meteorite-Ade,100,1,2020-07-05 16:47:27.424523
8763,BACON,195,300,2020-07-05 17:05:42.253355
346,scrumptious reagent,600,45,2020-07-05 17:37:42.302086
304,dry noodles,100,45,2020-07-05 17:38:40.729323
346,scrumptious reagent,800,3,2020-07-05 17:48:30.951545
9537,pocket wish,49000,3,2020-07-05 18:48:56.742140
9537,pocket wish,49750,3,2020-07-05 19:17:50.091141
9537,pocket wish,49900,3,2020-07-05 19:37:35.134599
8763,BACON,225,209,2020-07-05 19:44:04.768632
7004,Flaskfull of Hollow,500,3,2020-07-05 20:06:20.181047
4463,chocolate turtle totem,4100,1,2020-07-05 20:06:23.993556
3440,prismatic wad,9500,3,2020-07-05 20:06:24.530585
304,dry noodles,200,15,2020-07-05 20:06:42.581252
9537,pocket wish,49900,3,2020-07-05 20:06:45.394348
346,scrumptious reagent,800,5,2020-07-05 20:06:52.756203
9036,hacked gibson,3400,3,2020-07-05 20:14:19.314770
346,scrumptious reagent,799,13,2020-07-05 21:18:49.877123
346,scrumptious reagent,799,21,2020-07-05 21:19:53.191455
8763,BACON,169,4,2020-07-05 21:20:27.391254
9537,pocket wish,49899,24,2020-07-05 21:30:19.657055
346,scrumptious reagent,777,7,2020-07-05 21:37:34.839841
304,dry noodles,222,2,2020-07-05 21:37:55.586177
9386,elemental caipiroska,295,1,2020-07-05 21:41:30.196653
8763,BACON,200,100,2020-07-05 23:17:32.834172
9537,pocket wish,49900,3,2020-07-05 23:35:52.972208
8763,BACON,100,1,2020-07-05 23:35:55.624428
8763,BACON,169,4,2020-07-05 23:36:10.973998
8763,BACON,195,5,2020-07-05 23:36:20.623215
8763,BACON,200,3,2020-07-05 23:36:38.045945
8763,BACON,222,3,2020-07-05 23:36:47.665355
9537,pocket wish,49900,3,2020-07-06 00:18:37.204916
9537,pocket wish,49900,3,2020-07-06 00:23:22.779665
9537,pocket wish,49900,3,2020-07-06 00:30:49.486663
8763,BACON,200,500,2020-07-06 00:56:06.652640
8763,BACON,200,12004,2020-07-06 01:04:36.139920
9537,pocket wish,49900,3,2020-07-06 01:10:39.958809
8763,BACON,169,100,2020-07-06 01:40:23.797460
9537,pocket wish,49900,16,2020-07-06 01:50:51.389196
9537,pocket wish,49000,4,2020-07-06 01:53:25.875754
9537,pocket wish,49900,3,2020-07-06 04:40:34.282336
9537,pocket wish,45000,3,2020-07-06 04:45:48.888374
9537,pocket wish,49000,3,2020-07-06 05:39:31.314439
9537,pocket wish,49900,3,2020-07-06 07:04:19.799881
9537,pocket wish,49900,3,2020-07-06 07:04:29.368931
9537,pocket wish,49900,3,2020-07-06 07:04:38.924002
9537,pocket wish,49900,3,2020-07-06 07:04:48.533196
10259,grain of sand,100,5,2020-07-06 08:12:46.783353
706,porquoise,25000,3,2020-07-06 08:12:48.758540
4622,Game Grid ticket,700,1,2020-07-06 08:12:49.274881
1959,tattered scrap of paper,6099,1,2020-07-06 08:12:53.829782
9187,cashew,2500,5,2020-07-06 08:12:57.691161
9537,pocket wish,49900,3,2020-07-06 08:12:58.231062
7372,pie man was not meant to eat,1500,11,2020-07-06 08:13:01.317511
595,scroll of drastic healing,750,1,2020-07-06 08:13:03.000227
2389,Monstar energy beverage,150,1,2020-07-06 08:13:03.535440
346,scrumptious reagent,799,130,2020-07-06 08:13:05.516258
4470,BRICKO eye brick,1600,1,2020-07-06 08:13:11.897165
9537,pocket wish,49900,3,2020-07-06 08:14:02.452175
595,scroll of drastic healing,750,1,2020-07-06 08:14:06.887849
346,scrumptious reagent,800,5,2020-07-06 08:14:09.239849
4470,BRICKO eye brick,1600,2,2020-07-06 08:14:15.569237
9537,pocket wish,49900,3,2020-07-06 08:14:33.374534
595,scroll of drastic healing,850,11,2020-07-06 08:14:37.781062
346,scrumptious reagent,800,1,2020-07-06 08:14:40.156822
8763,BACON,200,3,2020-07-06 08:14:42.143527
9537,pocket wish,49900,3,2020-07-06 08:15:04.203951
595,scroll of drastic healing,850,6,2020-07-06 08:15:08.696856
346,scrumptious reagent,900,1,2020-07-06 08:15:11.049299
9537,pocket wish,49900,3,2020-07-06 08:15:34.225539
10259,grain of sand,100,10,2020-07-06 08:18:40.276239
346,scrumptious reagent,777,5,2020-07-06 08:18:57.471970
10259,grain of sand,100,24,2020-07-06 10:19:10.234098
9537,pocket wish,49700,1,2020-07-06 10:19:22.448213
7370,Psychotic Train wine,1500,10,2020-07-06 10:19:24.747497
595,scroll of drastic healing,850,33,2020-07-06 10:19:27.167013
4470,BRICKO eye brick,1500,6,2020-07-06 10:19:36.110434
8686,perfect ice cube,3000,5,2020-07-06 10:19:37.072193
1959,tattered scrap of paper,6000,36,2020-07-06 10:20:26.756018
9537,pocket wish,49750,1,2020-07-06 10:20:31.052185
8763,BACON,100,3,2020-07-06 10:20:40.047455
4470,BRICKO eye brick,1500,96,2020-07-06 10:20:44.527281
9537,pocket wish,49900,1,2020-07-06 10:21:03.493964
9537,pocket wish,49850,266,2020-07-06 10:21:33.172536
9537,pocket wish,49900,3,2020-07-06 10:22:03.014153
9537,pocket wish,49900,3,2020-07-06 10:22:33.059107
9537,pocket wish,49900,3,2020-07-06 10:23:02.545287
9537,pocket wish,49900,3,2020-07-06 10:23:32.475102
9537,pocket wish,49900,3,2020-07-06 11:09:19.513569
9537,pocket wish,49900,3,2020-07-06 11:10:22.498601
8763,BACON,195,6,2020-07-06 11:10:58.357777
10259,grain of sand,100,26,2020-07-06 11:26:03.628227
8763,BACON,220,254,2020-07-06 11:27:15.776780
8763,BACON,195,51,2020-07-06 11:57:20.383871
7370,Psychotic Train wine,1388,1,2020-07-06 12:05:46.406720
1959,tattered scrap of paper,5995,4,2020-07-06 13:01:31.948130
4001,agua de vida,11000,18,2020-07-06 13:01:37.473323
8763,BACON,100,1,2020-07-06 13:01:46.672226
9537,pocket wish,46500,3,2020-07-06 13:08:22.435602
9537,pocket wish,49900,3,2020-07-06 13:18:41.723502
8486,one-day ticket to That 70s Volcano,280000,1,2020-07-06 13:19:07.951952
7370,Psychotic Train wine,1450,1,2020-07-06 13:29:15.634377
9924,Special Seasoning,2500,10,2020-07-06 13:38:09.891139
595,scroll of drastic healing,749,1,2020-07-06 13:43:39.676992
304,dry noodles,200,5,2020-07-06 13:48:19.686117
4001,agua de vida,11000,4,2020-07-06 13:57:21.866058
9537,pocket wish,49500,3,2020-07-06 13:58:45.897539
10259,grain of sand,100,29,2020-07-06 14:04:03.363962
1959,tattered scrap of paper,5990,1,2020-07-06 15:36:27.654083
8763,BACON,100,650,2020-07-06 16:12:31.390612
9187,cashew,2500,57,2020-07-06 16:12:54.062517
9537,pocket wish,49900,18,2020-07-06 16:12:54.718438
9924,Special Seasoning,1200,65,2020-07-06 16:12:56.007567
593,phonics down,230,6,2020-07-06 16:12:58.746026
595,scroll of drastic healing,700,10,2020-07-06 16:12:59.740914
9187,cashew,2500,58,2020-07-06 16:14:27.283177
9537,pocket wish,49900,16,2020-07-06 16:14:27.799133
9924,Special Seasoning,1200,4,2020-07-06 16:14:29.035478
593,phonics down,230,1,2020-07-06 16:14:31.716277
8763,BACON,100,746,2020-07-06 16:14:36.632995
9537,pocket wish,49900,3,2020-07-06 17:20:03.006832
7372,pie man was not meant to eat,850,1,2020-07-06 17:21:32.845765
8686,perfect ice cube,3100,1,2020-07-06 17:25:01.314872
7065,grim fairy tale,8200,1,2020-07-06 17:25:10.104808
1959,tattered scrap of paper,5800,157,2020-07-06 17:57:43.805197
10259,grain of sand,100,22,2020-07-06 18:59:06.033765
9537,pocket wish,49900,6,2020-07-06 19:07:09.340397
346,scrumptious reagent,800,5,2020-07-06 19:07:16.279588
4463,chocolate turtle totem,4100,1,2020-07-06 19:07:20.500591
304,dry noodles,200,5,2020-07-06 19:07:37.859458
9537,pocket wish,49500,3,2020-07-06 19:37:59.722424
1006,cherry,1000,2,2020-07-06 19:56:13.284252
9537,pocket wish,49900,57,2020-07-06 20:10:49.722753
3440,prismatic wad,9500,3,2020-07-06 20:17:05.894191
10259,grain of sand,100,9,2020-07-06 20:17:13.515632
304,dry noodles,200,15,2020-07-06 20:17:21.685245
9537,pocket wish,49900,3,2020-07-06 20:17:24.498718
346,scrumptious reagent,800,5,2020-07-06 20:17:31.341007
7004,Flaskfull of Hollow,500,3,2020-07-06 20:17:31.867681
346,scrumptious reagent,800,2,2020-07-06 20:23:20.218622
595,scroll of drastic healing,845,3,2020-07-06 20:35:11.229385
9537,pocket wish,49900,50,2020-07-06 20:47:33.671191
8763,BACON,200,100,2020-07-06 21:06:00.596357
4622,Game Grid ticket,995,1,2020-07-06 21:23:57.754969
9537,pocket wish,49900,61,2020-07-06 22:32:25.419940
10259,grain of sand,100,11,2020-07-06 23:21:07.950787
10259,grain of sand,100,5,2020-07-06 23:36:14.829734
4622,Game Grid ticket,700,1,2020-07-06 23:36:17.125330
7370,Psychotic Train wine,1500,10,2020-07-06 23:36:27.665974
595,scroll of drastic healing,749,1,2020-07-06 23:36:29.968011
346,scrumptious reagent,800,1,2020-07-06 23:36:32.269520
8763,BACON,100,3,2020-07-06 23:36:34.181978
595,scroll of drastic healing,750,1,2020-07-06 23:37:32.764481
346,scrumptious reagent,900,1,2020-07-06 23:37:35.080055
8763,BACON,100,1,2020-07-06 23:37:37.031449
595,scroll of drastic healing,750,1,2020-07-06 23:38:02.621909
8763,BACON,195,5,2020-07-06 23:38:06.776295
8763,BACON,200,3,2020-07-06 23:38:36.029430
8763,BACON,200,3,2020-07-06 23:39:04.648463
8763,BACON,222,3,2020-07-06 23:39:33.093181
304,dry noodles,200,5,2020-07-06 23:44:02.857614
346,scrumptious reagent,800,5,2020-07-06 23:44:12.056544
7004,Flaskfull of Hollow,500,3,2020-07-06 23:44:12.588957
7006,handful of Smithereens,3800,3,2020-07-06 23:44:13.472019
8686,perfect ice cube,3100,1,2020-07-06 23:44:19.396455
9537,pocket wish,49900,3,2020-07-06 23:54:02.054648
346,scrumptious reagent,505,1,2020-07-07 00:01:41.068747
706,porquoise,25000,2,2020-07-07 00:01:54.615647
8763,BACON,169,100,2020-07-07 00:07:56.401448
9537,pocket wish,49900,9,2020-07-07 00:16:21.540791
8486,one-day ticket to That 70s Volcano,286000,3,2020-07-07 00:17:43.738279
8204,one-day ticket to Dinseylandfill,75000,3,2020-07-07 00:20:01.845649
9537,pocket wish,49900,3,2020-07-07 00:24:56.118800
9537,pocket wish,49900,3,2020-07-07 00:28:15.051513
9537,pocket wish,49000,2,2020-07-07 00:36:18.942661
706,porquoise,25000,1,2020-07-07 00:37:07.607914
10259,grain of sand,100,630,2020-07-07 03:32:22.786251
9537,pocket wish,49500,21,2020-07-07 03:33:32.344312
3575,sand dollar,100,3,2020-07-07 03:33:45.923719
9537,pocket wish,49949,10,2020-07-07 03:39:20.112106
9537,pocket wish,49900,3,2020-07-07 03:54:05.342791
9537,pocket wish,40000,1,2020-07-07 04:10:00.313937
7071,snow berries,2250,100,2020-07-07 04:10:53.008806
9537,pocket wish,49900,120,2020-07-07 05:01:26.585798
9537,pocket wish,49000,2,2020-07-07 05:18:13.025417
9537,pocket wish,49000,3,2020-07-07 05:23:04.979691
9924,Special Seasoning,2500,103,2020-07-07 06:17:39.581041
5227,bucket of wine,7000,6,2020-07-07 06:17:47.720485
9537,pocket wish,49900,3,2020-07-07 07:05:18.416203
9537,pocket wish,49900,3,2020-07-07 07:06:15.580048
9537,pocket wish,49900,3,2020-07-07 07:06:44.404123
9537,pocket wish,49900,3,2020-07-07 07:07:13.158142
9537,pocket wish,49800,6,2020-07-07 07:11:59.701318
9537,pocket wish,49900,3,2020-07-07 07:48:11.177437
9537,pocket wish,49900,3,2020-07-07 07:48:37.220920
9537,pocket wish,49900,3,2020-07-07 07:49:05.520003
9537,pocket wish,49900,3,2020-07-07 07:49:31.605910
10259,grain of sand,100,14,2020-07-07 08:02:42.360750
4463,chocolate turtle totem,4100,2,2020-07-07 08:19:42.039640
10259,grain of sand,100,272,2020-07-07 08:19:49.695891
9537,pocket wish,49900,3,2020-07-07 08:19:59.467846
3575,sand dollar,200,1,2020-07-07 08:24:50.519479
9537,pocket wish,45000,3,2020-07-07 08:29:23.278656
9537,pocket wish,49900,3,2020-07-07 08:33:02.952980
9537,pocket wish,49900,3,2020-07-07 08:33:59.114196
9537,pocket wish,49900,3,2020-07-07 08:34:51.741834
9537,pocket wish,49900,3,2020-07-07 08:35:44.340418
8486,one-day ticket to That 70s Volcano,290000,1,2020-07-07 08:46:23.645112
8763,BACON,220,116,2020-07-07 08:49:57.193660
346,scrumptious reagent,930,3,2020-07-07 09:02:25.824563
9537,pocket wish,49900,3,2020-07-07 09:33:25.697491
9537,pocket wish,49900,3,2020-07-07 09:34:40.451027
9537,pocket wish,49900,3,2020-07-07 09:41:10.078557
9537,pocket wish,49900,3,2020-07-07 09:43:09.389956
194,Mr. Accessory,49000000,1,2020-07-07 10:11:13.861559
8486,one-day ticket to That 70s Volcano,290000,1,2020-07-07 10:12:34.331942
9537,pocket wish,45000,4,2020-07-07 10:15:55.405733
8486,one-day ticket to That 70s Volcano,290000,3,2020-07-07 10:16:37.605471
9537,pocket wish,49900,3,2020-07-07 10:19:13.267832
9537,pocket wish,49900,3,2020-07-07 10:20:02.237943
304,dry noodles,199,2,2020-07-07 10:28:05.760227
346,scrumptious reagent,850,2,2020-07-07 10:29:14.046453
3323,Ol' Scratch's salad fork,31875,8,2020-07-07 10:29:27.375073
9537,pocket wish,48000,1,2020-07-07 11:47:55.079275
9537,pocket wish,49000,42,2020-07-07 11:51:08.130846
9537,pocket wish,49000,2,2020-07-07 12:10:43.204244
10259,grain of sand,100,14,2020-07-07 12:11:10.074732
8486,one-day ticket to That 70s Volcano,290000,1,2020-07-07 12:26:45.671835
10259,grain of sand,100,6,2020-07-07 13:06:29.129713
9537,pocket wish,49900,3,2020-07-07 13:13:14.423252
2389,Monstar energy beverage,150,1,2020-07-07 13:49:06.565866
8763,BACON,225,105,2020-07-07 13:53:33.708801
10259,grain of sand,100,29,2020-07-07 14:04:36.548872
8204,one-day ticket to Dinseylandfill,100,1,2020-07-07 15:29:51.601442
9924,Special Seasoning,100,1,2020-07-07 16:20:29.554241
595,scroll of drastic healing,740,4,2020-07-07 16:48:46.792701
9537,pocket wish,49500,3,2020-07-07 17:08:40.680715
7370,Psychotic Train wine,1500,1,2020-07-07 18:24:40.886385
595,scroll of drastic healing,740,8,2020-07-07 18:25:10.900749
4463,chocolate turtle totem,4100,1,2020-07-07 18:29:20.562883
8686,perfect ice cube,3100,1,2020-07-07 18:29:23.524242
346,scrumptious reagent,900,5,2020-07-07 18:37:08.782172
7372,pie man was not meant to eat,1400,35,2020-07-07 18:42:45.228146
7006,handful of Smithereens,3500,100,2020-07-07 18:44:41.153732
7004,Flaskfull of Hollow,475,200,2020-07-07 18:45:08.023477
8486,one-day ticket to That 70s Volcano,275000,1,2020-07-07 20:12:55.015356
8763,BACON,200,100,2020-07-07 20:20:29.883473
304,dry noodles,200,15,2020-07-07 20:47:30.803199
9537,pocket wish,48000,3,2020-07-07 20:47:33.497097
346,scrumptious reagent,800,5,2020-07-07 20:47:40.381134
4463,chocolate turtle totem,4100,2,2020-07-07 20:47:44.714022
3440,prismatic wad,9500,3,2020-07-07 20:47:45.277714
3575,sand dollar,200,5,2020-07-07 20:47:47.620583
346,scrumptious reagent,931,12,2020-07-07 20:55:16.569492
9537,pocket wish,49000,3,2020-07-07 21:17:01.807353
7370,Psychotic Train wine,1500,1,2020-07-07 21:41:53.118517
8993,jumping horseradish,100,1,2020-07-07 22:08:41.752235
10259,grain of sand,100,9,2020-07-07 22:10:29.853578
8486,one-day ticket to That 70s Volcano,290000,3,2020-07-07 23:04:31.244637
9537,pocket wish,49900,11,2020-07-07 23:04:35.485317
10259,grain of sand,100,5,2020-07-07 23:36:23.455370
4622,Game Grid ticket,700,1,2020-07-07 23:36:26.127925
9537,pocket wish,48000,1,2020-07-07 23:36:36.731589
7370,Psychotic Train wine,1500,10,2020-07-07 23:36:39.767615
595,scroll of drastic healing,749,1,2020-07-07 23:36:42.790347
346,scrumptious reagent,800,1,2020-07-07 23:36:45.842093
8763,BACON,100,1,2020-07-07 23:36:48.254851
3575,sand dollar,200,1,2020-07-07 23:36:53.133259
595,scroll of drastic healing,750,1,2020-07-07 23:37:49.681336
346,scrumptious reagent,900,1,2020-07-07 23:37:52.042037
8763,BACON,200,3,2020-07-07 23:37:54.084530
8763,BACON,200,3,2020-07-07 23:38:59.023809
8763,BACON,222,3,2020-07-07 23:40:04.584544
9537,pocket wish,49900,15,2020-07-07 23:44:16.756249
304,dry noodles,200,5,2020-07-07 23:54:05.817538
346,scrumptious reagent,800,5,2020-07-07 23:54:15.470478
8686,perfect ice cube,3100,1,2020-07-07 23:54:22.577429
9537,pocket wish,49900,3,2020-07-08 00:23:15.342172
9537,pocket wish,49000,2,2020-07-08 00:35:21.875169
706,porquoise,25000,1,2020-07-08 00:37:23.843317
9537,pocket wish,49900,3,2020-07-08 00:47:12.740294
8763,BACON,200,100,2020-07-08 00:54:37.333439
8763,BACON,195,3,2020-07-08 01:25:42.066498
9537,pocket wish,49500,3,2020-07-08 01:27:41.424131
9537,pocket wish,49949,8,2020-07-08 02:01:43.967645
346,scrumptious reagent,799,16,2020-07-08 02:01:50.786309
9537,pocket wish,45000,3,2020-07-08 02:12:27.762513
9924,Special Seasoning,2500,15,2020-07-08 02:12:29.029227
9537,pocket wish,49900,2,2020-07-08 02:13:32.724543
346,scrumptious reagent,900,2,2020-07-08 02:13:39.462670
8486,one-day ticket to That 70s Volcano,280000,1,2020-07-08 03:17:26.131396
9537,pocket wish,45000,3,2020-07-08 03:40:13.379680
9537,pocket wish,49000,3,2020-07-08 03:57:38.468971
9537,pocket wish,49900,33,2020-07-08 03:58:40.976642
7773,transdermal smoke patch,4500,24,2020-07-08 04:01:55.715003
9537,pocket wish,49900,3,2020-07-08 04:11:10.538855
304,dry noodles,244,30,2020-07-08 04:16:21.956831
346,scrumptious reagent,800,35,2020-07-08 04:16:30.795818
9537,pocket wish,49000,5,2020-07-08 04:22:49.564079
9537,pocket wish,49000,3,2020-07-08 05:20:23.482209
4622,Game Grid ticket,999,6,2020-07-08 05:39:40.902239
9537,pocket wish,49900,3,2020-07-08 06:49:19.166004
9537,pocket wish,49900,3,2020-07-08 06:50:23.439050
9537,pocket wish,49900,3,2020-07-08 06:51:26.722422
9537,pocket wish,49900,3,2020-07-08 06:52:30.802513
346,scrumptious reagent,750,5,2020-07-08 07:02:21.696839
9537,pocket wish,49900,3,2020-07-08 07:42:30.411913
9537,pocket wish,49900,3,2020-07-08 07:43:32.908648
346,scrumptious reagent,900,15,2020-07-08 07:43:39.343622
9537,pocket wish,49900,3,2020-07-08 07:44:34.991680
8994,Sacramento wine,3000,1,2020-07-08 07:45:32.078836
9537,pocket wish,49750,9,2020-07-08 07:45:38.663379
346,scrumptious reagent,750,6,2020-07-08 07:45:45.115900
8686,perfect ice cube,3000,2,2020-07-08 07:45:51.954356
8993,jumping horseradish,3000,2,2020-07-08 07:45:52.448583
9537,pocket wish,49900,3,2020-07-08 07:46:43.148325
9537,pocket wish,49900,3,2020-07-08 08:16:04.053244
9537,pocket wish,49900,3,2020-07-08 08:17:07.631035
9537,pocket wish,49900,3,2020-07-08 08:18:09.821944
9537,pocket wish,49900,3,2020-07-08 08:19:11.747612
8486,one-day ticket to That 70s Volcano,288850,1,2020-07-08 08:22:15.209908
304,dry noodles,240,5,2020-07-08 08:22:17.098980
4470,BRICKO eye brick,1500,3,2020-07-08 09:25:01.898188
9537,pocket wish,49900,3,2020-07-08 09:44:37.303630
9537,pocket wish,49900,3,2020-07-08 09:45:54.895326
4622,Game Grid ticket,999,7,2020-07-08 09:55:03.011517
8763,BACON,195,100,2020-07-08 10:00:50.153291
8486,one-day ticket to That 70s Volcano,288888,6,2020-07-08 10:36:15.694966
304,dry noodles,200,18,2020-07-08 10:36:17.646516
346,scrumptious reagent,700,1,2020-07-08 10:39:33.930506
706,porquoise,10000,2,2020-07-08 10:40:21.822823
9537,pocket wish,46500,3,2020-07-08 10:55:44.530939
9537,pocket wish,49930,6,2020-07-08 11:04:53.892493
7006,handful of Smithereens,3770,7,2020-07-08 11:08:17.969390
7372,pie man was not meant to eat,1500,15,2020-07-08 11:18:00.579232
9537,pocket wish,49900,3,2020-07-08 11:20:06.670589
10259,grain of sand,100,12,2020-07-08 11:26:53.180220
304,dry noodles,240,553,2020-07-08 12:21:05.417988
346,scrumptious reagent,900,616,2020-07-08 12:21:15.767861
304,dry noodles,199,7,2020-07-08 13:34:42.782164
9537,pocket wish,49900,5,2020-07-08 13:34:45.362630
346,scrumptious reagent,798,151,2020-07-08 13:34:52.032294
4463,chocolate turtle totem,4100,2,2020-07-08 13:34:56.025128
3575,sand dollar,200,4,2020-07-08 13:34:58.570961
304,dry noodles,200,5,2020-07-08 13:35:45.513307
9537,pocket wish,49900,6,2020-07-08 13:35:48.204682
346,scrumptious reagent,799,2,2020-07-08 13:35:54.815913
8763,BACON,200,100,2020-07-08 13:35:56.668848
9537,pocket wish,49900,3,2020-07-08 13:36:50.602759
346,scrumptious reagent,799,122,2020-07-08 13:36:56.964565
8763,BACON,225,102,2020-07-08 13:36:58.843285
346,scrumptious reagent,800,9,2020-07-08 13:37:58.902797
346,scrumptious reagent,800,5,2020-07-08 13:39:00.616466
9537,pocket wish,49900,3,2020-07-08 13:57:40.836211
10259,grain of sand,100,28,2020-07-08 14:09:14.201442
8486,one-day ticket to That 70s Volcano,290000,1,2020-07-08 14:10:27.346831
9537,pocket wish,49500,3,2020-07-08 14:10:31.939162
7797,karma shawarma,55000,10,2020-07-08 14:51:14.615827
9537,pocket wish,49900,5,2020-07-08 15:26:30.447367
8406,savory dry noodles,500,2,2020-07-08 15:35:18.056644
8204,one-day ticket to Dinseylandfill,95000,1,2020-07-08 15:54:35.734065
346,scrumptious reagent,800,3,2020-07-08 16:59:26.876289
2423,Mick's IcyVapoHotness Inhaler,14000,2,2020-07-08 17:11:28.726349
8763,BACON,200,2,2020-07-08 17:34:02.572014
706,porquoise,25000,1,2020-07-08 17:54:55.874938
9537,pocket wish,49900,3,2020-07-08 18:09:55.010567
8204,one-day ticket to Dinseylandfill,95000,2,2020-07-08 18:16:53.869153
8763,BACON,200,7100,2020-07-08 18:41:00.321495
3575,sand dollar,200,8,2020-07-08 18:43:05.183094
8763,BACON,200,200,2020-07-08 18:59:05.925658
8763,BACON,200,100,2020-07-08 19:17:44.743784
9537,pocket wish,49900,3,2020-07-08 19:49:26.858353
8763,BACON,100,1,2020-07-08 19:49:40.928434
10259,grain of sand,100,9,2020-07-08 20:41:50.182213
8066,powdered gold,11000,7,2020-07-08 20:41:50.987965
4001,agua de vida,10000,2,2020-07-08 20:42:11.625603
3575,sand dollar,200,4,2020-07-08 20:42:32.426730
9537,pocket wish,49901,6,2020-07-08 20:47:28.136226
8204,one-day ticket to Dinseylandfill,94995,1,2020-07-08 21:08:22.714228
8204,one-day ticket to Dinseylandfill,94995,1,2020-07-08 21:33:36.207265
8204,one-day ticket to Dinseylandfill,95000,1,2020-07-08 23:36:16.366047
4622,Game Grid ticket,700,1,2020-07-08 23:36:17.688949
7370,Psychotic Train wine,1500,10,2020-07-08 23:36:34.798225
595,scroll of drastic healing,749,1,2020-07-08 23:36:38.429980
346,scrumptious reagent,800,1,2020-07-08 23:36:42.099885
8763,BACON,100,1,2020-07-08 23:36:45.157240
3575,sand dollar,200,1,2020-07-08 23:36:52.878145
595,scroll of drastic healing,750,1,2020-07-08 23:38:14.539423
346,scrumptious reagent,900,1,2020-07-08 23:38:18.247620
8763,BACON,100,1,2020-07-08 23:38:21.343704
8763,BACON,200,3,2020-07-08 23:39:57.311358
8763,BACON,200,3,2020-07-08 23:41:34.758352
8763,BACON,222,3,2020-07-08 23:43:11.640150
304,dry noodles,200,5,2020-07-08 23:47:49.513540
346,scrumptious reagent,800,5,2020-07-08 23:48:04.628039
9386,elemental caipiroska,700,4440,2020-07-08 23:54:21.604718
9537,pocket wish,49900,3,2020-07-09 00:11:15.505432
706,porquoise,25000,1,2020-07-09 00:17:21.026553
9537,pocket wish,49000,2,2020-07-09 00:17:34.817513
9537,pocket wish,49900,6,2020-07-09 00:33:29.973
7004,Flaskfull of Hollow,490,6,2020-07-09 00:36:48.645067
8763,BACON,110,1,2020-07-09 00:50:48.579657
8763,BACON,195,3,2020-07-09 00:53:53.966260
8993,jumping horseradish,101,1,2020-07-09 01:23:31.776250
8763,BACON,195,100,2020-07-09 01:45:42.749166
